"sexo","collection_code","collection_no","collection_date","maturity","total_length_cm","precaudal_length_cm","total_weight_gr","liver_weight_gr","factor_condicion_fulton","proporcion_morfometrica","peso_somatico_neto_gr","fuente_run_id"
"male","CCM","624",NA,"inmature",61.5,42.3,NA,NA,NA,0.68780487804878,NA,"20260910T195140"
"male","CCM","628",NA,"inmature",60.5,42.4,NA,NA,NA,0.700826446280992,NA,"20260910T195140"
"male","CCM","481",NA,"mature",59.1,42.5,510,24,0.247063013000005,0.71912013536379,486,"20260910T195140"
"male","CCM","340",2021-01-25,"mature",61.4,42.5,1300,72,0.561614405364568,0.692182410423453,1228,"20260910T195140"
"male","CCM","1103",2022-01-20,"mature",66,42.5,2094,74,0.728357959762918,0.643939393939394,2020,"20260910T195140"
"male","CCM","312",2021-01-25,"mature",66.5,42.5,1282,54,0.43593635567238,0.639097744360902,1228,"20260910T195140"
"male","CCM","198",2021-01-25,"mature",54.3,42.6,1456,62,0.909414524612895,0.784530386740332,1394,"20260910T195140"
"male","CCM","311",2021-01-25,"mature",55,42.6,1518,52,0.912396694214876,0.774545454545455,1466,"20260910T195140"
"male","CCM","331",2021-01-25,"inmature",62.4,42.6,1770,94,0.728483127244222,0.682692307692308,1676,"20260910T195140"
"male","CCM","315",2021-01-25,"mature",63,42.6,2012,14,0.804648726039505,0.676190476190476,1998,"20260910T195140"
"male","CCM","981",2021-12-13,"mature",64.8,42.6,1444,70,0.530691553719039,0.657407407407407,1374,"20260910T195140"
"male","CCM","365",NA,"inmature",66.8,42.6,986,36,0.330786310057643,0.637724550898204,950,"20260910T195140"
"male","CCM","264",2021-01-25,"mature",60.2,42.7,518,NA,0.237432565942724,0.709302325581395,NA,"20260910T195140"
"male","CCM","1101",2022-01-20,"inmature",63,42.7,1056,14,0.422320603726499,0.677777777777778,1042,"20260910T195140"
"male","CCM","845",NA,"mature",64.2,42.7,2052,84,0.775482983046309,0.665109034267913,1968,"20260910T195140"
"male","CCM","260",2021-01-25,"mature",66.3,42.7,1660,96,0.569596750240544,0.644042232277526,1564,"20260910T195140"
"male","CCM","234",2021-01-25,"mature",66.6,42.7,1384,68,0.468504107278016,0.641141141141141,1316,"20260910T195140"
"male","CCM","584",NA,"mature",65.5,42.8,1708,84,0.607804577305812,0.653435114503817,1624,"20260910T195140"
"male","CCM","993",2021-12-13,"inmature",64.8,42.9,1468,70,0.539511911952597,0.662037037037037,1398,"20260910T195140"
"male","CCM","1071",NA,"mature",68.8,42.9,1284,58,0.394275425434239,0.623546511627907,1226,"20260910T195140"
"male","CCM","323",2021-01-25,"mature",66,43,1450,68,0.504354843197818,0.651515151515151,1382,"20260910T195140"
"male","CCM","335",2021-01-25,"mature",64.5,43.2,1378,46,0.5135350299927,0.669767441860465,1332,"20260910T195140"
"male","CCM","667",NA,"mature",64.6,43.2,1474,66,0.546764022019293,0.668730650154799,1408,"20260910T195140"
"male","CCM","1067",NA,"mature",67.7,43.2,1568,44,0.505335783494272,0.638109305760709,1524,"20260910T195140"
"male","CCM","856",NA,"mature",66.9,43.3,1678,60,0.560419970844201,0.647234678624813,1618,"20260910T195140"
"male","CCM","268",2021-01-25,"mature",70.1,43.3,1760,NA,0.510926717981147,0.617689015691869,NA,"20260910T195140"
"male","CCM","220",2021-01-25,"inmature",60.8,43.4,1224,NA,0.54459127606065,0.713815789473684,NA,"20260910T195140"
"male","CCM","625",NA,"inmature",61.2,43.4,1076,NA,0.46941612591325,0.709150326797386,NA,"20260910T195140"
"male","CCM","363",NA,"inmature",63.4,43.4,1528,68,0.599591656107627,0.684542586750789,1460,"20260910T195140"
"male","CCM","1040",2021-12-13,"mature",66.4,43.4,1318,30,0.450205889605745,0.653614457831325,1288,"20260910T195140"
"male","CCM","687",NA,"mature",54.3,43.5,1946,104,1.21546748962685,0.801104972375691,1842,"20260910T195140"
"male","CCM","212",2021-01-25,"mature",64.5,43.5,1668,NA,0.621608439787971,0.674418604651163,NA,"20260910T195140"
"male","CCM","305",2021-01-25,"mature",65.4,43.5,1480,106,0.529088680782581,0.665137614678899,1374,"20260910T195140"
"male","CCM","1016",2021-12-13,"mature",65.9,43.5,1396,NA,0.487785823755246,0.660091047040971,NA,"20260910T195140"
"male","CCM","209",2021-01-25,"mature",66,43.5,1612,54,0.560703453265437,0.659090909090909,1558,"20260910T195140"
"male","CCM","297",2021-01-25,"mature",66,43.5,1488,80,0.517572418398865,0.659090909090909,1408,"20260910T195140"
"male","CCM","334",2021-01-25,"mature",66.7,43.5,1656,NA,0.558062487651898,0.652173913043478,NA,"20260910T195140"
"male","CCM","237",2021-01-25,"inmature",69.4,43.5,1568,NA,0.469102391481598,0.626801152737752,NA,"20260910T195140"
"male","CCM","374",NA,"mature",69.9,43.5,1570,78,0.459693248335056,0.622317596566524,1492,"20260910T195140"
"male","CCM","528",NA,"mature",53.5,43.6,322,23,0.210278333087083,0.814953271028037,299,"20260910T195140"
"male","CCM","962",2021-12-13,"mature",63.4,43.7,1298,NA,0.509338985358443,0.689274447949527,NA,"20260910T195140"
"male","CCM","661",NA,"mature",64.8,43.7,454,36,0.166851776584795,0.674382716049383,418,"20260910T195140"
"male","CCM","399",NA,"mature",67.6,43.7,1128,50,0.365148071945669,0.646449704142012,1078,"20260910T195140"
"male","CCM","300",2021-01-25,"mature",58,43.8,1422,96,0.72881216942064,0.755172413793103,1326,"20260910T195140"
"male","CCM","679",NA,"mature",66.2,43.8,1454,74,0.501176199185042,0.661631419939577,1380,"20260910T195140"
"male","CCM","472",NA,"mature",69.2,43.8,2180,112,0.657867164234739,0.632947976878613,2068,"20260910T195140"
"male","CCM","855",NA,"mature",69.2,43.8,1724,96,0.52025825281683,0.632947976878613,1628,"20260910T195140"
"male","CCM","342",2021-01-25,"mature",62.5,44,1628,68,0.6668288,0.704,1560,"20260910T195140"
"male","CCM","655",NA,"mature",64.3,44,2490,86,0.93662647238857,0.684292379471229,2404,"20260910T195140"
"male","CCM","341",2021-01-25,"inmature",65,44,1340,72,0.487938097405553,0.676923076923077,1268,"20260910T195140"
"male","CCM","189",2021-01-25,"mature",65.3,44,1558,70,0.559535839809443,0.673813169984686,1488,"20260910T195140"
"male","CCM","307",2021-01-25,"mature",66,44,1300,70,0.45218020424632,0.666666666666667,1230,"20260910T195140"
"male","CCM","1033",NA,"mature",66.8,44,1512,60,0.50725040649813,0.658682634730539,1452,"20260910T195140"
"male","CCM","681",NA,"mature",67.8,44,440,22,0.141176884908419,0.648967551622419,418,"20260910T195140"
"male","CCM","627",NA,"mature",66.3,44.1,NA,NA,NA,0.665158371040724,NA,"20260910T195140"
"male","CCM","510",NA,"mature",51.5,44.2,1328,86,0.972246498896797,0.858252427184466,1242,"20260910T195140"
"male","CCM","299",2021-01-25,"mature",58.7,44.2,1630,108,0.805885423768892,0.752981260647359,1522,"20260910T195140"
"male","CCM","367",NA,"mature",66.9,44.2,880,50,0.293903202826518,0.660687593423019,830,"20260910T195140"
"male","CCM","321",2021-01-25,"mature",66.1,44.3,1332,60,0.461211201347806,0.670196671709531,1272,"20260910T195140"
"male","CCM","626",NA,"mature",59.8,44.4,1404,NA,0.65654357528342,0.74247491638796,NA,"20260910T195140"
"male","CCM","647",2021-08-30,"inmature",66.3,44.4,NA,60,NA,0.669683257918552,NA,"20260910T195140"
"male","CCM","397",NA,"mature",67.3,44.4,1270,48,0.416637664693793,0.659732540861813,1222,"20260910T195140"
"male","CCM","160",2021-01-25,"mature",61.5,44.5,1742,86,0.74889822862139,0.723577235772358,1656,"20260910T195140"
"male","CCM","336",2021-01-25,"mature",61.5,44.5,1138,50,0.489234319271608,0.723577235772358,1088,"20260910T195140"
"male","CCM","648",2021-08-30,"inmature",62.4,44.5,1.78,0.084,0.000732598851126958,0.713141025641026,1.696,"20260910T195140"
"male","CCM","1022",2021-12-13,"mature",64,44.5,1726,88,0.658416748046875,0.6953125,1638,"20260910T195140"
"male","CCM","324",2021-01-25,"mature",64.5,44.5,1740,108,0.648440458771625,0.689922480620155,1632,"20260910T195140"
"male","CCM","1036",2021-12-13,"mature",67.3,44.5,1550,70,0.508494787618409,0.661218424962853,1480,"20260910T195140"
"male","CCM","684",NA,"mature",68.2,44.5,1420,60,0.447646528011917,0.652492668621701,1360,"20260910T195140"
"male","CCM","170",2021-01-25,"mature",68.5,44.5,1598,94,0.497170166834348,0.64963503649635,1504,"20260910T195140"
"male","CCM","587",NA,"mature",69.4,44.5,1064,66,0.318319479933942,0.641210374639769,998,"20260910T195140"
"male","CCM","330",2021-01-25,"mature",70.2,44.5,1086,NA,0.313919640873156,0.633903133903134,NA,"20260910T195140"
"male","CCM","267",2021-01-25,"inmature",69.7,44.6,1674,NA,0.494375704088534,0.639885222381636,NA,"20260910T195140"
"male","CCM","600",NA,"inmature",66.6,44.7,78,NA,0.0264041332136454,0.671171171171171,NA,"20260910T195140"
"male","CCM","219",2021-01-25,"mature",68.5,44.7,1496,62,0.465435900866198,0.652554744525548,1434,"20260910T195140"
"male","CCM","412",NA,"mature",54.1,44.8,1658,86,1.04711102163863,0.828096118299445,1572,"20260910T195140"
"male","CCM","172",2021-01-25,"inmature",65.4,44.8,1590,110,0.568412839489394,0.685015290519878,1480,"20260910T195140"
"male","CCM","269",2021-01-25,"mature",74.6,44.8,1240,72,0.298679353589279,0.600536193029491,1168,"20260910T195140"
"male","CCM","194",2021-01-25,"mature",66.5,44.9,1790,90,0.608678686937254,0.675187969924812,1700,"20260910T195140"
"male","CCM","591",NA,"inmature",67.1,44.9,1346,NA,0.445530560713683,0.669150521609538,NA,"20260910T195140"
"male","CCM","325",2021-01-25,"mature",61,45,1328,72,0.585070997131919,0.737704918032787,1256,"20260910T195140"
"male","CCM","353",NA,"mature",63.2,45,1684,114,0.667099864310937,0.712025316455696,1570,"20260910T195140"
"male","CCM","173",2021-01-25,"mature",68,45,1634,80,0.519667209444331,0.661764705882353,1554,"20260910T195140"
"male","CCM","183",2021-01-25,"mature",69.5,45,1642,72,0.48912373646448,0.647482014388489,1570,"20260910T195140"
"male","CCM","355",NA,"mature",57,45.1,1748,56,0.9438801682569,0.791228070175439,1692,"20260910T195140"
"male","CCM","991",2021-12-13,"mature",62,45.1,1466,86,0.615118659997986,0.72741935483871,1380,"20260910T195140"
"male","CCM","537",NA,"mature",65.3,45.1,772,46,0.277253959135359,0.690658499234303,726,"20260910T195140"
"male","CCM","986",2021-12-13,"inmature",66.5,45.1,1384,80,0.470620839509028,0.678195488721805,1304,"20260910T195140"
"male","CCM","1049",NA,"mature",66.6,45.1,64.4,NA,0.0218003356276765,0.677177177177177,NA,"20260910T195140"
"male","CCM","377",NA,"mature",67.3,45.1,1300,NA,0.426479499292859,0.670133729569094,NA,"20260910T195140"
"male","CCM","593",NA,"mature",69.7,45.2,1764,NA,0.520955043018025,0.648493543758967,NA,"20260910T195140"
"male","CCM","338",2021-01-25,"mature",72.7,45.2,1560,78,0.405995636332875,0.621733149931224,1482,"20260910T195140"
"male","CCM","1030",2021-12-13,"mature",59.6,45.3,1420,44,0.6707328317335,0.76006711409396,1376,"20260910T195140"
"male","CCM","672",NA,"mature",64,45.3,1808,92,0.689697265625,0.7078125,1716,"20260910T195140"
"male","CCM","683",NA,"mature",66.2,45.3,1704,78,0.587348172910118,0.68429003021148,1626,"20260910T195140"
"male","CCM","339",2021-01-25,"mature",59.5,45.5,1410,70,0.669373038389849,0.764705882352941,1340,"20260910T195140"
"male","CCM","1034",2021-12-13,"mature",63.4,45.5,1238,NA,0.485794810380394,0.717665615141956,NA,"20260910T195140"
"male","CCM","167",2021-01-25,"mature",66,45.5,1656,54,0.576008014024543,0.689393939393939,1602,"20260910T195140"
"male","CCM","1035",2021-12-13,"mature",67.3,45.5,1234,8,0.404827463174914,0.676077265973254,1226,"20260910T195140"
"male","CCM","462",NA,"mature",67.9,45.5,568,26,0.181442496533242,0.670103092783505,542,"20260910T195140"
"male","CCM","204",2021-01-25,"mature",68,45.5,1444,62,0.459240789741502,0.669117647058823,1382,"20260910T195140"
"male","CCM","176",2021-01-25,"mature",68.1,45.5,1470,66,0.465453177039476,0.668135095447871,1404,"20260910T195140"
"male","CCM","964",2021-12-13,"mature",69.1,45.5,1130,50,0.342487165619286,0.658465991316932,1080,"20260910T195140"
"male","CCM","987",2021-12-13,"mature",69.1,45.5,1550,76,0.469783280274242,0.658465991316932,1474,"20260910T195140"
"male","CCM","990",2021-12-13,"mature",60.6,45.6,1472,74,0.661439211921061,0.752475247524752,1398,"20260910T195140"
"male","CCM","697",NA,"mature",63.7,45.6,18,NA,0.00696392697048947,0.71585557299843,NA,"20260910T195140"
"male","CCM","992",2021-12-13,"mature",64.1,45.6,1054,44,0.40019026731119,0.711388455538222,1010,"20260910T195140"
"male","CCM","694",NA,"mature",65.7,45.6,1650,42,0.581818914236835,0.694063926940639,1608,"20260910T195140"
"male","CCM","413",NA,"mature",66.5,45.6,1116,30,0.379489058448031,0.685714285714286,1086,"20260910T195140"
"male","CCM","1074",NA,"mature",66.6,45.6,1132,40,0.383198446126239,0.684684684684685,1092,"20260910T195140"
"male","CCM","1065",NA,"mature",66.7,45.6,1628,64,0.548626648488702,0.683658170914543,1564,"20260910T195140"
"male","CCM","1118",2022-01-20,"mature",66.7,45.6,1298,138,0.437418544065317,0.683658170914543,1160,"20260910T195140"
"male","CCM","1069",NA,"mature",67.1,45.6,1102,58,0.364765733957265,0.679582712369598,1044,"20260910T195140"
"male","CCM","496",NA,"mature",67.8,45.6,446,40,0.14310202424808,0.672566371681416,406,"20260910T195140"
"male","CCM","1072",NA,"inmature",65.5,45.7,1260,70,0.448380425881337,0.697709923664122,1190,"20260910T195140"
"male","CCM","848",NA,"mature",67.4,45.7,2062,98,0.67345560430419,0.678041543026706,1964,"20260910T195140"
"male","CCM","224",2021-01-25,"mature",67.6,45.7,1722,56,0.557433492810675,0.67603550295858,1666,"20260910T195140"
"male","CCM","983",2021-12-13,"mature",68.5,45.7,1902,66,0.591750724229618,0.667153284671533,1836,"20260910T195140"
"male","CCM","988",2021-12-13,"mature",69.8,45.7,1304,80,0.383452279210942,0.654727793696275,1224,"20260910T195140"
"male","CCM","1116",2022-01-20,"mature",65.2,45.8,1130,NA,0.407695254421466,0.702453987730061,NA,"20260910T195140"
"male","CCM","585",NA,"mature",68.9,45.8,2140,106,0.654268644766181,0.664731494920174,2034,"20260910T195140"
"male","CCM","310",2021-01-25,"mature",54.4,46,1372,77,0.85223116603908,0.845588235294118,1295,"20260910T195140"
"male","CCM","379",NA,"mature",62.2,46,1642,72,0.68234183440945,0.739549839228296,1570,"20260910T195140"
"male","CCM","1077",NA,"mature",63.6,46,1460,68,0.567520441308871,0.723270440251572,1392,"20260910T195140"
"male","CCM","361",NA,"mature",66,46,1408,94,0.489745944291399,0.696969696969697,1314,"20260910T195140"
"male","CCM","1097",2022-01-20,"mature",67.3,46,1212,44,0.397610117802266,0.683506686478455,1168,"20260910T195140"
"male","CCM","1236",NA,"mature",67.8,46,NA,NA,NA,0.678466076696165,NA,"20260910T195140"
"male","CCM","191",2021-01-25,"mature",68,46,1942,100,0.617621616120497,0.676470588235294,1842,"20260910T195140"
"male","CCM","380",NA,"mature",68,46,1094,52,0.347928963973132,0.676470588235294,1042,"20260910T195140"
"male","CCM","1096",2022-01-20,"mature",70.2,46,138,38,0.0398903411054286,0.655270655270655,100,"20260910T195140"
"male","CCM","646",2021-08-30,"mature",65.6,46.1,1.262,0.072,0.000447041494972505,0.702743902439025,1.19,"20260910T195140"
"male","CCM","989",2021-12-13,"mature",66.8,46.1,1332,66,0.446863453343591,0.690119760479042,1266,"20260910T195140"
"male","CCM","1086",2022-01-17,"inmature",68.5,46.1,1774,NA,0.551927331642135,0.672992700729927,NA,"20260910T195140"
"male","CCM","364",NA,"mature",70.3,46.1,1224,64,0.352302271019592,0.655761024182077,1160,"20260910T195140"
"male","CCM","466",NA,"mature",59.8,46.2,1694,74,0.792154427728001,0.77257525083612,1620,"20260910T195140"
"male","CCM","670",NA,"mature",65.2,46.3,1074,66,0.387490887830668,0.710122699386503,1008,"20260910T195140"
"male","CCM","633",NA,"mature",65.4,46.3,NA,NA,NA,0.707951070336391,NA,"20260910T195140"
"male","CCM","985",2021-12-13,"mature",68.6,46.3,1478,62,0.457827722810504,0.674927113702624,1416,"20260910T195140"
"male","CCM","1059",NA,"mature",69.5,46.4,430,16,0.128089650840272,0.667625899280575,414,"20260910T195140"
"male","CCM","673",NA,"mature",70.6,46.4,1059,68,0.300941344525676,0.657223796033994,991,"20260910T195140"
"male","CCM","352",NA,"mature",72.3,46.4,1325,80,0.350591180210225,0.641770401106501,1245,"20260910T195140"
"male","CCM","1041",2021-12-13,"mature",72.3,46.4,1912,66,0.505909687971283,0.641770401106501,1846,"20260910T195140"
"male","CCM","480",NA,"mature",60.9,46.5,1402,86,0.620720567233758,0.763546798029557,1316,"20260910T195140"
"male","CCM","1087",2022-01-17,"inmature",61,46.5,1544,NA,0.680233147267833,0.762295081967213,NA,"20260910T195140"
"male","CCM","696",NA,"mature",61.9,46.5,1420,68,0.598709841848308,0.751211631663974,1352,"20260910T195140"
"male","CCM","636",NA,"mature",62.9,46.5,NA,NA,NA,0.739268680445151,NA,"20260910T195140"
"male","CCM","669",NA,"mature",67.5,46.5,1718,70,0.558614032413758,0.688888888888889,1648,"20260910T195140"
"male","CCM","1099",2022-01-20,"mature",70,46.5,460,NA,0.134110787172012,0.664285714285714,NA,"20260910T195140"
"male","CCM","622",NA,"mature",72,46.5,1450,NA,0.388481652949246,0.645833333333333,NA,"20260910T195140"
"male","CCM","1068",NA,"mature",73,46.5,1558,56,0.400496636393782,0.636986301369863,1502,"20260910T195140"
"male","CCM","1107",2022-01-20,"mature",64.6,46.6,1482,NA,0.549731533672043,0.721362229102167,NA,"20260910T195140"
"male","CCM","596",NA,"inmature",66.6,46.6,1574,NA,0.53282186767023,0.6996996996997,NA,"20260910T195140"
"male","CCM","1113",2022-01-20,"mature",67.7,46.6,1274,NA,0.410585324089096,0.688330871491876,NA,"20260910T195140"
"male","CCM","1685",NA,"mature",71,46.6,NA,NA,NA,0.656338028169014,NA,"20260910T195140"
"male","CCM","857",NA,"mature",71.8,46.6,436,16,0.117791284175493,0.649025069637883,420,"20260910T195140"
"male","CCM","389",NA,"mature",72.4,46.6,1714,74,0.451642828919509,0.643646408839779,1640,"20260910T195140"
"male","CCM","996",2021-12-13,"mature",62.6,46.7,1360,60,0.554390664817785,0.746006389776358,1300,"20260910T195140"
"male","CCM","515",NA,"mature",65.4,46.7,612,32,0.218785319350635,0.714067278287462,580,"20260910T195140"
"male","CCM","1024",NA,"mature",67.1,46.7,1436,6,0.47532086566482,0.695976154992549,1430,"20260910T195140"
"male","CCM","503",NA,"mature",71.2,46.8,590,40,0.163460201796107,0.657303370786517,550,"20260910T195140"
"male","CCM","318",2021-01-25,"mature",62,46.9,1050,50,0.440569299452855,0.756451612903226,1000,"20260910T195140"
"male","CCM","1032",2021-12-13,"mature",64.1,46.9,1448,50,0.54978700860209,0.731669266770671,1398,"20260910T195140"
"male","CCM","387",NA,"inmature",70.5,46.9,NA,NA,NA,0.665248226950355,NA,"20260910T195140"
"male","CCM","1039",2021-12-13,"mature",63.8,47,1156,64,0.44513915589109,0.736677115987461,1092,"20260910T195140"
"male","CCM","308",2021-01-25,"mature",64,47,1050,64,0.400543212890625,0.734375,986,"20260910T195140"
"male","CCM","982",2021-12-13,"mature",67.5,47,1494,94,0.485779606767261,0.696296296296296,1400,"20260910T195140"
"male","CCM","328",2021-01-25,"inmature",71.1,47,1465,74,0.40759497621636,0.661040787623066,1391,"20260910T195140"
"male","CCM","693",NA,"mature",71.3,47,1428,54,0.393966793625961,0.659186535764376,1374,"20260910T195140"
"male","CCM","317",2021-01-25,"mature",72,47,1278,18,0.342399691358025,0.652777777777778,1260,"20260910T195140"
"male","CCM","1031",2021-12-13,"mature",72.5,47,1428,82,0.374726311041863,0.648275862068965,1346,"20260910T195140"
"male","CCM","332",2021-01-25,"mature",74,47,1200,70,0.296132509426885,0.635135135135135,1130,"20260910T195140"
"male","CCM","467",NA,"mature",66.6,47.1,626,32,0.211910094765924,0.707207207207207,594,"20260910T195140"
"male","CCM","664",NA,"mature",67.3,47.2,NA,78,NA,0.701337295690936,NA,"20260910T195140"
"male","CCM","676",NA,"mature",70.7,47.2,1360,78,0.384840408507754,0.667609618104668,1282,"20260910T195140"
"male","CCM","251",2021-01-25,"mature",71.5,47.2,1852,116,0.506667277658524,0.66013986013986,1736,"20260910T195140"
"male","CCM","222",2021-01-25,"mature",76.7,47.2,1832,88,0.406012474737719,0.615384615384615,1744,"20260910T195140"
"male","CCM","599",NA,"mature",67.4,47.3,1220,NA,0.398455789161548,0.701780415430267,NA,"20260910T195140"
"male","CCM","354",NA,"inmature",70.8,47.3,1692,88,0.476760850265444,0.668079096045198,1604,"20260910T195140"
"male","CCM","478",NA,"mature",64.2,47.5,2196,118,0.829902841505699,0.7398753894081,2078,"20260910T195140"
"male","CCM","635",NA,"mature",66.5,47.5,NA,NA,NA,0.714285714285714,NA,"20260910T195140"
"male","CCM","617",NA,"mature",68.8,47.5,946,70,0.290486411573824,0.690406976744186,876,"20260910T195140"
"male","CCM","1053",NA,"mature",74.1,47.5,540,28,0.13272084433285,0.641025641025641,512,"20260910T195140"
"male","CCM","666",NA,"mature",67,47.7,1472,44,0.489421903625113,0.711940298507463,1428,"20260910T195140"
"male","CCM","514",NA,"mature",67.5,47.7,1614,90,0.524798049077885,0.706666666666667,1524,"20260910T195140"
"male","CCM","984",2021-12-13,"mature",76.5,47.8,1484,NA,0.331474096466445,0.62483660130719,NA,"20260910T195140"
"male","CCM","660",NA,"mature",68.1,47.9,1652,74,0.523080713244364,0.703377386196769,1578,"20260910T195140"
"male","CCM","357",NA,"mature",70.2,47.9,694,36,0.200607947298315,0.682336182336182,658,"20260910T195140"
"male","CCM","490",NA,"mature",73.6,47.9,2228,100,0.558832613318813,0.650815217391304,2128,"20260910T195140"
"male","CCM","649",2021-08-30,"mature",69,48,1268,66,0.38598638089063,0.695652173913043,1202,"20260910T195140"
"male","CCM","236",2021-01-25,"mature",72,48,1606,83,0.430276920438957,0.666666666666667,1523,"20260910T195140"
"male","CCM","695",NA,"mature",72.3,48,1714,56,0.453519458777604,0.663900414937759,1658,"20260910T195140"
"male","CCM","479",NA,"mature",71.8,48.1,1430,52,0.386333799015952,0.66991643454039,1378,"20260910T195140"
"male","CCM","689",NA,"mature",72.7,48.1,1918,80,0.499166429799009,0.66162310866575,1838,"20260910T195140"
"male","CCM","692",NA,"mature",73.5,48.1,1854,82,0.466925629060454,0.654421768707483,1772,"20260910T195140"
"male","CCM","487",NA,"mature",63.7,48.2,438,18,0.16945555628191,0.756671899529042,420,"20260910T195140"
"male","CCM","1084",2022-01-17,"mature",67.8,48.3,1110,64,0.356150777837149,0.712389380530973,1046,"20260910T195140"
"male","CCM","675",NA,"mature",70.7,48.3,1660,74,0.469731675090347,0.683168316831683,1586,"20260910T195140"
"male","CCM","1015",2021-12-13,"mature",71.2,48.3,1452,68,0.402278327132115,0.678370786516854,1384,"20260910T195140"
"male","CCM","1115",2022-01-20,"mature",73.1,48.3,1026,NA,0.262660780174045,0.660738714090287,NA,"20260910T195140"
"male","CCM","417",NA,"mature",76.6,48.4,1142,70,0.254085449283681,0.631853785900783,1072,"20260910T195140"
"male","CCM","1017",2021-12-13,"mature",63.2,48.5,826,28,0.327211691164391,0.767405063291139,798,"20260910T195140"
"male","CCM","847",NA,"mature",73.3,48.5,1636,84,0.415404670789297,0.661664392905866,1552,"20260910T195140"
"male","CCM","1066",NA,"mature",74.5,48.5,1528,82,0.369534113131732,0.651006711409396,1446,"20260910T195140"
"male","CCM","1123",2022-01-20,"mature",63.4,48.6,868,44,0.340605731349097,0.766561514195584,824,"20260910T195140"
"male","CCM","502",NA,"mature",74.4,48.7,1736,94,0.421532354414768,0.654569892473118,1642,"20260910T195140"
"male","CCM","690",NA,"mature",67.5,48.9,1988,80,0.646405527612661,0.724444444444444,1908,"20260910T195140"
"male","CCM","631",NA,"mature",72.2,48.9,NA,NA,NA,0.677285318559557,NA,"20260910T195140"
"male","CCM","1105",2022-01-20,"inmature",65.5,49,1550,16,0.551579095330216,0.748091603053435,1534,"20260910T195140"
"male","CCM","665",NA,"mature",68.8,49,1944,84,0.596940363741557,0.712209302325581,1860,"20260910T195140"
"male","CCM","1090",2022-01-20,"mature",74,49.1,1376,50,0.339565277476161,0.663513513513514,1326,"20260910T195140"
"male","CCM","663",NA,"mature",68.2,49.2,2182,76,0.687862481776058,0.721407624633431,2106,"20260910T195140"
"male","CCM","902",2021-11-15,"mature",76.3,49.2,1126,NA,0.253492302783895,0.644823066841416,NA,"20260910T195140"
"male","CCM","849",NA,"mature",74.6,49.3,1106,60,0.266402713765921,0.660857908847185,1046,"20260910T195140"
"male","CCM","598",NA,"mature",70.5,49.4,1672,102,0.477165375116696,0.700709219858156,1570,"20260910T195140"
"male","CCM","583",NA,"mature",73.6,49.4,1230,58,0.30851172099737,0.671195652173913,1172,"20260910T195140"
"male","CCM","853",NA,"mature",69.4,49.5,1288,52,0.385334107288456,0.713256484149856,1236,"20260910T195140"
"male","CCM","581",NA,"mature",73.4,49.5,2042,82,0.516377794172843,0.674386920980926,1960,"20260910T195140"
"male","CCM","546",NA,"mature",60.1,49.6,424,26,0.195318077354628,0.825291181364393,398,"20260910T195140"
"male","CCM","997",2021-12-13,"mature",72.1,49.7,836,46,0.223049104145551,0.689320388349515,790,"20260910T195140"
"male","CCM","645",2021-08-30,"mature",59.7,49.8,1.54,0.082,0.000723765249786685,0.834170854271357,1.458,"20260910T195140"
"male","CCM","416",NA,"inmature",57,49.9,1606,90,0.867203404016351,0.875438596491228,1516,"20260910T195140"
"male","CCM","1038",2021-12-13,"mature",72,49.9,1474,70,0.394911694101509,0.693055555555556,1404,"20260910T195140"
"male","CCM","637",NA,"inmature",70.4,50,1.884,0.066,0.000539961656531743,0.710227272727273,1.818,"20260910T195140"
"male","CCM","1114",2022-01-20,"mature",70.2,50.1,1258,NA,0.363638037033545,0.713675213675214,NA,"20260910T195140"
"male","CCM","623",NA,"mature",70.7,50.1,1020,NA,0.288630306380816,0.708628005657709,NA,"20260910T195140"
"male","CCM","589",NA,"mature",72.9,50.1,718,36,0.185328350045008,0.687242798353909,682,"20260910T195140"
"male","CCM","1023",2021-12-13,"mature",61.5,50.2,1264,54,0.543402618241927,0.816260162601626,1210,"20260910T195140"
"male","CCM","1110",2022-01-20,"mature",72.7,50.2,2708,NA,0.704766784095786,0.69050894085282,NA,"20260910T195140"
"male","CCM","1104",2022-01-20,"mature",73.3,50.2,NA,38,NA,0.684856753069577,NA,"20260910T195140"
"male","CCM","629",NA,"mature",73.9,50.2,836,60,0.207144288056096,0.679296346414073,776,"20260910T195140"
"male","CCM","643",2021-08-30,"mature",74.9,50.4,NA,72,NA,0.672897196261682,NA,"20260910T195140"
"male","CCM","1047",2021-12-13,"mature",77,50.4,1398,42,0.306221017976795,0.654545454545455,1356,"20260910T195140"
"male","CCM","545",NA,"mature",68.8,50.5,1720,102,0.528157111952407,0.734011627906977,1618,"20260910T195140"
"male","CCM","1037",2021-12-13,"mature",71.3,50.5,1398,46,0.385690180314491,0.708274894810659,1352,"20260910T195140"
"male","CCM","846",NA,"mature",74.8,50.5,1804,66,0.431054059646107,0.675133689839572,1738,"20260910T195140"
"male","CCM","632",NA,"mature",71,50.7,NA,NA,NA,0.714084507042254,NA,"20260910T195140"
